City_ID,City,Country,Date,Lat,Lng,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
351,Mtwara,TZ,1733443088,-10.2667,40.1833,77,85,79.11,6.55
352,Komsomolets,KZ,1733443088,53.7453,62.0708,52,93,15.51,9.53
353,Umluj,SA,1733443088,25.0213,37.2685,23,58,68.83,7.23
354,Puerto Yuca,CO,1733443088,2.9383,-73.2083,99,87,75.83,3.06
355,Retreat,US,1733443089,38.8245,-85.8533,0,56,21.97,6.85
356,Pinheiro Machado,BR,1733443089,-31.5783,-53.3811,16,81,62.44,7.45
357,Ola,RU,1733443089,59.5833,151.2833,100,84,22.15,15.43
358,Hadibu,YE,1733443089,12.65,54.0333,8,76,77.11,15.55
359,Tazovsky,RU,1733443089,67.4667,78.7,84,97,0.45,8.37
360,Sinop Province,TR,1733443089,41.7711,34.8709,62,91,38.44,7.31
361,Pathalgaon,IN,1733443089,22.5667,83.4667,1,54,60.57,4.12
362,Ketchikan,US,1733443090,55.3422,-131.6461,100,100,48.78,10.36
363,Kenai,US,1733443090,60.5544,-151.2583,100,100,35.15,3.44
364,Tanjung Selor,ID,1733443090,2.8372,117.3642,90,92,76.78,1.39
365,Bengkulu,ID,1733443090,-3.8004,102.2655,97,86,76.24,7.27
366,Songea,TZ,1733443090,-10.6833,35.65,100,95,64.27,2.15
367,Conde,BR,1733443090,-7.2597,-34.9075,0,78,78.26,4.61
368,Andrews,US,1733443090,32.3187,-102.5457,0,43,51.75,10.36
369,Rondonópolis,BR,1733443090,-16.4708,-54.6356,100,92,74.61,2.59
370,Hugo,US,1733443091,45.16,-92.9933,0,76,17.53,5.75
371,Tralee,IE,1733443091,52.2704,-9.7026,61,74,45.28,6.87
372,Shuya,RU,1733443091,56.8487,41.3883,30,94,21.24,4.72
373,Gurupi,BR,1733443091,-11.7292,-49.0686,65,88,75.13,2.42
374,Dickinson,US,1733443091,29.4608,-95.0513,100,65,64.47,14.97
375,Santa Terezinha,BR,1733443091,-29.9002,-50.0904,0,92,69.78,17.6
376,Bonthe,SL,1733443091,7.5264,-12.505,66,78,79.86,4.32
377,Altamont,US,1733443092,42.2068,-121.7372,0,58,51.64,0.0
378,Vilyuchinsk,RU,1733443092,52.9306,158.4028,28,80,23.27,7.72
379,São Vicente,BR,1733443092,-23.9631,-46.3919,95,26,74.95,3.0
380,Saint-Philippe,RE,1733443092,-21.3585,55.7679,32,77,73.87,10.33
381,Gornji Milanovac,RS,1733443092,44.0333,20.45,100,100,32.09,1.28
382,Weno,FM,1733443092,7.4515,151.8468,100,78,82.35,11.5
383,Rabo de Peixe,PT,1733443093,37.8,-25.5833,75,99,65.71,10.36
384,Norrtälje,SE,1733443093,59.758,18.705,83,89,35.02,7.0
385,Oban,GB,1733443093,56.4127,-5.4706,74,68,44.19,23.09
386,Brooks,CA,1733443093,50.5834,-111.8851,7,74,26.58,4.61
387,Enoch,US,1733443093,37.7733,-113.0244,0,54,46.65,0.0
388,Antofagasta,CL,1733443093,-23.65,-70.4,99,82,61.88,8.37
389,Maun,BW,1733443093,-19.9833,23.4167,0,36,80.56,3.44
390,Antsiranana,MG,1733443093,-12.2787,49.2917,14,79,75.58,10.74
391,Brodósqui,BR,1733443093,-20.9914,-47.6586,99,89,67.98,3.69
392,Noshiro,JP,1733443094,40.2039,140.0242,100,99,32.83,10.51
393,Tyukalinsk,RU,1733443094,55.8732,72.1967,100,96,17.19,5.68
394,San Pedro del Paraná,PY,1733443094,-26.8333,-56.2,42,69,80.11,7.49
395,Copala,MX,1733443094,16.65,-98.9833,10,79,76.05,3.06
396,Parabel',RU,1733443094,58.6978,81.4825,100,93,18.99,10.13
397,Asheboro,US,1733443094,35.7079,-79.8136,0,28,41.99,11.5
398,Emerald,AU,1733443094,-23.5333,148.1667,2,51,84.34,16.08
399,Kaura Namoda,NG,1733443094,12.5898,6.5779,79,23,64.76,7.65
400,Ipirá,BR,1733443095,-12.1583,-39.7372,15,73,75.09,13.11
401,Ust'-Ilimsk,RU,1733442867,58.0006,102.6619,99,95,13.91,7.02
402,Severo-Yeniseyskiy,RU,1733443095,60.3725,93.0408,98,90,15.96,11.43
403,Pangody,RU,1733443095,65.85,74.4859,36,92,0.84,10.33
404,Nizhniy Kuranakh,RU,1733443095,58.8353,125.4869,100,99,-8.75,4.36
405,Tamanghasset,DZ,1733443095,22.785,5.5228,0,27,46.31,3.44
406,Prince Rupert,CA,1733442951,54.3161,-130.3201,100,88,48.29,27.63
407,Bac Lieu,VN,1733443095,9.285,105.7244,92,81,79.43,14.81
408,Iwanai,JP,1733443096,42.9744,140.5089,100,89,28.2,4.88
409,Esmeraldas,BR,1733443096,-19.7625,-44.3139,100,89,69.6,5.21
410,Cooma,AU,1733443096,-36.2333,149.1333,33,37,85.48,4.74
411,Amga,RU,1733443096,60.8953,131.9608,100,98,-10.19,4.5
412,San Carlos,VE,1733443096,9.6612,-68.5827,89,73,75.51,3.42
413,Fort McMurray,CA,1733442800,56.7268,-111.381,100,86,24.39,3.44
414,Vilhena,BR,1733443096,-12.7406,-60.1458,0,94,73.62,4.61
415,Pagar Alam,ID,1733443096,-4.0167,103.2667,100,91,70.47,4.05
416,Gamba,GA,1733443096,-2.65,10.0,33,92,75.94,3.2
417,Velikiye Luki,RU,1733443097,56.34,30.5452,100,84,28.22,9.75
418,Chayan,KZ,1733443097,43.0297,69.3772,12,81,30.24,0.6
419,Touros,BR,1733443097,-5.1989,-35.4608,100,70,79.09,13.2
420,Belyy Yar,RU,1733443097,53.6039,91.3903,81,92,6.69,2.24
421,Sinan,KR,1733443097,34.8262,126.1086,91,52,47.77,20.42
422,Nizhniy Dzhengutay,RU,1733443097,42.7001,47.2449,21,73,34.09,4.25
423,Cuatro Ciénegas de Carranza,MX,1733443097,26.9833,-102.0833,99,66,61.68,10.0
424,Akureyri,IS,1733443098,65.6835,-18.0878,75,86,30.13,8.05
425,San Rafael,AR,1733443098,-34.6177,-68.3301,11,14,75.78,8.41
426,Trostyanets',UA,1733443098,50.4784,34.963,100,93,28.92,10.58
427,Flekkefjord,NO,1733443098,58.2971,6.6607,100,95,35.51,17.07
428,Acapulco de Juárez,MX,1733443098,16.8634,-99.8901,10,82,73.53,2.08
429,Mugia,ES,1733443098,43.1041,-9.2179,98,93,60.35,14.14
430,Wanning,CN,1733443098,18.8003,110.3967,92,80,72.0,7.61
431,Hotan,CN,1733443098,37.0997,79.9269,10,48,27.5,1.57
432,Nadym,RU,1733443099,65.5333,72.5167,24,89,2.05,11.36
433,Sovetskaya Gavan',RU,1733443099,48.9723,140.2878,3,74,0.61,10.36
434,Pacasmayo,PE,1733443099,-7.4006,-79.5714,85,81,66.92,13.09
435,Fale old settlement,TK,1733443099,-9.3852,-171.2468,5,68,83.26,7.36
436,Port Augusta,AU,1733443099,-32.5,137.7667,100,53,80.55,7.34
437,Salalah,OM,1733443099,17.0151,54.0924,23,40,71.74,11.03
438,Linxia Chengguanzhen,CN,1733443099,35.6003,103.2064,71,79,23.43,2.28
439,Hilo,US,1733443015,19.7297,-155.09,0,70,82.13,8.05
440,Coquimbo,CL,1733443099,-29.9533,-71.3436,0,61,64.13,11.5
441,Pesqueira,BR,1733443100,-8.3578,-36.6964,92,82,67.77,13.65
442,Inhambane,MZ,1733443100,-23.865,35.3833,4,91,76.33,10.31
443,Sinabang,ID,1733443100,2.4803,96.3801,84,87,77.45,6.42
444,Nova Viçosa,BR,1733443100,-17.8919,-39.3719,19,88,74.14,8.25
445,Tabou,CI,1733443100,4.423,-7.3528,20,84,79.0,6.13
446,Oranjemund,NA,1733443100,-28.55,16.4333,62,90,60.35,6.17
447,Shouguang,CN,1733443100,36.88,118.7375,0,54,35.58,3.96
448,Torbat-e Ḩeydarīyeh,IR,1733443100,35.274,59.2195,4,38,37.51,2.91
449,Pyu,MM,1733443101,18.4833,96.4333,17,97,70.2,2.59
450,El Abiodh Sidi Cheikh,DZ,1733443101,32.893,0.5484,29,56,49.26,9.57
451,São Gotardo,BR,1733443101,-19.3111,-46.0489,100,90,67.68,4.03
452,Arnö,SE,1733443101,60.1167,18.6333,78,80,33.42,9.17
453,Chegdomyn,RU,1733443101,51.1167,133.0167,89,92,-15.0,0.76
454,Lib,MH,1733443101,8.3122,167.3766,6,85,82.81,23.51
455,Palmas de Monte Alto,BR,1733443101,-14.2672,-43.1619,34,40,77.32,7.34
456,Simplício Mendes,BR,1733443101,-7.8539,-41.9103,70,88,69.31,1.68
457,Dawei,MM,1733443101,14.0833,98.2,13,77,72.41,4.03
458,Kumul,CN,1733443102,42.8,93.45,0,69,24.37,5.53
459,Shalqar,KZ,1733443102,47.8333,59.6,21,90,25.2,6.91
460,Bo`ka,UZ,1733443102,40.8108,69.1986,7,73,37.87,2.59
461,Ugoofaaru,MV,1733443102,5.6667,73.0,95,66,80.83,0.98
462,Kargopol',RU,1733443102,61.5071,38.9456,96,92,20.41,7.38
463,San Nicolas,PH,1733443102,18.1725,120.5953,75,94,75.11,2.3
464,Taldykorgan,KZ,1733443102,45.0156,78.3739,86,55,28.2,4.29
465,Fort Abbas,PK,1733443102,29.1925,72.8536,0,36,60.64,5.5
466,Majuro,MH,1733443103,7.0897,171.3803,100,84,84.16,27.63
467,Kupang,ID,1733443103,-10.1667,123.5833,75,94,82.98,4.61
468,Cherokee,US,1733443103,34.2668,-84.4499,0,40,38.14,9.22
469,Myitkyina,MM,1733443103,25.3833,97.4,0,80,54.32,3.24
470,Baracoa,CU,1733443103,20.3467,-74.4958,100,91,76.03,12.35
471,Kuanda,RU,1733443103,56.3161,116.0806,88,96,-21.44,1.07
472,Nérac,FR,1733443103,44.1333,0.35,75,100,57.11,6.91
473,Châtenoy-le-Royal,FR,1733443103,46.798,4.8119,100,85,42.15,10.85
474,Dobre Miasto,PL,1733443104,53.9867,20.3975,100,73,36.95,11.52
475,Fortuna,US,1733443104,40.5982,-124.1573,0,79,59.94,9.22
476,Tromsø,NO,1733443104,69.6496,18.957,98,59,28.42,19.57
477,Beckley,US,1733443104,37.7782,-81.1882,48,72,18.45,4.0
478,Dakoutun,CN,1733443104,39.5833,117.2289,41,41,31.98,5.14
479,Labuan,MY,1733443104,5.2767,115.2417,20,88,79.16,0.0
480,Murghab,TJ,1733443104,38.1702,73.9667,0,64,-4.25,3.76
481,Hasaki,JP,1733443104,35.7333,140.8333,0,41,53.94,8.3
482,Chamdo,CN,1733443105,31.1667,97.2333,0,58,20.97,2.01
483,Suva,FJ,1733443105,-18.1416,178.4415,75,94,78.28,6.91
484,Codrington,AU,1733443105,-38.2667,141.9667,100,77,64.4,7.38
485,Languyan,PH,1733443105,5.2618,120.0807,100,78,82.51,8.32
486,Hobyo,SO,1733443105,5.3505,48.5268,7,75,78.73,18.52
487,Chui,UY,1733443105,-33.6971,-53.4616,26,78,63.45,8.34
488,Dunedin,NZ,1733443105,-45.8742,170.5036,60,65,64.8,8.01
489,Tarko-Sale,RU,1733443105,64.9225,77.785,84,89,2.71,12.06
490,Ta`ū,AS,1733443106,-14.2336,-169.5144,48,79,81.84,9.91
491,Eyl,SO,1733443106,7.9803,49.8164,2,73,75.54,16.89
492,Mukdahan,TH,1733443106,16.5833,104.5,8,87,66.36,5.21
493,Hirara,JP,1733443106,24.8,125.2833,75,83,70.07,18.41
494,Puerto Deseado,AR,1733443106,-47.7503,-65.8938,26,56,45.52,14.14
495,Saurimo,AO,1733443106,-9.6608,20.3916,99,96,64.56,2.59
496,Lajosmizse,HU,1733443106,47.0213,19.5617,52,100,31.75,1.14
497,Égletons,FR,1733443106,45.4034,2.0507,100,99,41.09,5.97
498,Santana,BR,1733443106,-0.0583,-51.1817,75,88,77.18,8.05
499,Paso del Macho,MX,1733443107,18.9667,-96.7167,17,89,67.23,3.6
500,Gurjaani,GE,1733443107,41.7429,45.8011,14,76,35.62,3.49
501,Kargil,IN,1733443107,34.5667,76.1,0,26,14.56,2.84
502,Kerema,PG,1733443107,-7.9631,145.7785,100,75,83.79,3.49
503,Northam,GB,1733443107,51.0333,-4.2167,36,73,49.48,25.03
504,Moundou,TD,1733443107,8.5667,16.0833,3,31,72.79,3.85
505,Nikolayevsk-on-Amur,RU,1733443107,53.1406,140.73,96,99,-4.72,3.04
506,Venice,US,1733443105,27.0998,-82.4543,36,79,66.99,5.77
507,Naze,JP,1733443108,28.3667,129.4833,67,61,61.72,10.18
508,Taulaga,AS,1733443108,-11.0553,-171.0883,89,73,82.29,5.61
509,Portland,US,1733442711,45.5234,-122.6762,20,65,47.48,10.36
510,Amlapura,ID,1733443108,-8.45,115.6167,100,90,75.31,3.27
511,Lincoln City,US,1733443108,44.9582,-124.0179,85,66,50.7,13.0
512,Hillsborough,US,1733443108,37.5741,-122.3794,40,72,64.38,14.97
513,Crane,US,1733443108,31.3974,-102.3501,25,49,54.81,16.22
514,Vostochnyy,RU,1733443109,55.8167,37.8667,93,100,20.84,7.83
515,Maudaha,IN,1733443109,25.6833,80.1167,51,36,57.09,6.64
516,Gua Musang,MY,1733443109,4.8823,101.9644,99,99,73.42,0.72
517,Arkhangelsk,RU,1733443109,64.5401,40.5433,100,93,19.51,8.95
518,Florø,NO,1733443109,61.5996,5.0328,100,75,42.76,13.8
519,Longboat Key,US,1733443109,27.4125,-82.659,0,66,66.25,0.0
520,San Andrés,CO,1733443109,12.5847,-81.7006,20,79,84.22,18.41
521,Lycksele,SE,1733443109,64.5954,18.6735,100,86,26.47,8.05
522,Gonābād,IR,1733443110,34.3529,58.6837,34,36,39.25,1.95
523,Rio de Janeiro,BR,1733443110,-22.9028,-43.2075,100,86,76.53,9.22
524,Karaidel',RU,1733443110,55.8337,56.9069,99,100,3.36,2.06
525,Kourou,GF,1733443110,5.1552,-52.6478,60,86,76.17,6.98
526,Ust'-Kulom,RU,1733443110,61.6864,53.6902,88,95,13.62,5.66
527,Hojāi,IN,1733443111,26.0,92.8667,100,87,61.48,3.33
528,Belmonte,BR,1733443111,-15.8631,-38.8828,90,86,75.78,6.85
529,Aroma,SD,1733443111,15.8167,36.1333,1,80,72.72,8.57
530,Cannonvale,AU,1733443111,-20.2833,148.7,77,71,81.79,16.73
531,Katutura,NA,1733443111,-22.521,17.0557,0,33,71.6,5.75
532,Champerico,GT,1733443111,14.3,-91.9167,38,70,80.02,8.59
533,Nouadhibou,MR,1733443111,20.931,-17.0347,100,46,73.38,11.5
534,Muroto-misakicho,JP,1733443111,33.2833,134.15,67,54,55.67,18.37
535,Malango,ID,1733443112,-2.9627,119.9001,100,93,70.72,1.43
536,Illizi,DZ,1733443112,26.4833,8.4667,46,60,52.23,5.97
537,Ishigaki,JP,1733443112,24.3448,124.1572,75,88,69.93,21.85
538,Tamandaré,BR,1733443112,-8.7597,-35.1047,48,80,76.86,8.41
539,Narrabri,AU,1733443112,-30.3167,149.7833,34,62,86.52,1.99
540,Runka,NG,1733443112,12.4479,7.3092,94,24,63.9,7.76
541,Tres Palos,MX,1733443112,18.1833,-101.6167,27,83,74.1,4.0
542,Basoko,CD,1733443112,1.2391,23.616,83,84,73.62,5.23
543,Brisas de Zicatela,MX,1733443113,15.8369,-97.0419,53,73,78.48,0.07
544,Kizil-Arvat,TM,1733443113,38.9764,56.2757,45,75,38.17,6.73
545,Ust-Tsilma,RU,1733443113,65.441,52.1498,97,77,20.55,10.83
546,Margate,GB,1733443113,51.3813,1.3862,66,74,47.88,4.0
547,Labrador City,CA,1733443113,52.9463,-66.9114,100,83,13.91,8.99
548,Severobaykal'sk,RU,1733443113,55.65,109.3167,44,83,2.55,4.03
549,Pangai,TO,1733443113,-19.8,-174.35,75,79,84.31,11.5
550,Souillac,MU,1733443113,-20.5167,57.5167,75,88,71.98,6.91
551,Kearney,US,1733443114,40.6995,-99.0815,0,40,28.31,10.36
552,Plonéour-Lanvern,FR,1733443114,47.9,-4.2833,75,82,53.92,17.27
553,Aoulef,DZ,1733443114,26.9667,1.0833,0,34,56.39,10.47
554,Tambura,SS,1733443114,5.6,27.4667,19,36,71.8,1.88
555,Baker City,US,1733443115,44.7749,-117.8344,14,70,36.03,1.41
556,Charleville-Mézières,FR,1733443115,49.7667,4.7167,100,94,45.16,25.97
557,Xigazê,CN,1733443115,29.25,88.8833,0,23,28.4,1.21
558,Kolonia Town,FM,1733443115,6.964,158.206,100,74,87.91,17.27
559,Tsiombe,MG,1733443115,-25.3,45.4833,0,79,75.06,2.51
560,Sausset-les-Pins,FR,1733443115,43.3314,5.1043,0,75,42.69,5.75
561,Kamalasai,TH,1733443115,16.3384,103.5756,3,80,70.99,5.61
562,Bera,BD,1733443115,24.0833,89.6167,0,52,63.14,6.31
563,Flying Fish Cove,CX,1733443116,-10.4217,105.6791,100,88,78.48,10.36
564,Surovikino,RU,1733443116,48.6078,42.8486,99,80,29.86,9.89
565,Bardai,NG,1733443116,11.65,7.2333,93,28,61.02,7.99
566,Syumsi,RU,1733443116,57.1111,51.6149,9,92,18.34,4.83
567,Puerto Baquerizo Moreno,EC,1733443116,-0.9,-89.6,86,85,72.97,8.23
568,Quincy,US,1733443116,42.2529,-71.0023,75,72,38.21,10.36
569,Kharan,PK,1733443116,28.5833,65.4167,4,39,52.95,11.59
570,Mar del Plata,AR,1733443116,-38.0023,-57.5575,75,65,66.94,6.91
571,Dvinskoy Bereznik,RU,1733443117,62.8551,42.7072,99,91,19.06,5.91
572,Kinkala,CG,1733443117,-4.3614,14.7644,68,97,68.36,1.21
573,Ganshui,CN,1733443117,28.7422,106.7111,100,93,51.12,2.53
574,Den Burg,NL,1733443117,53.0542,4.7972,75,76,51.76,24.16
575,La Sierpe,CU,1733443117,21.7717,-79.2684,100,73,69.08,10.38
576,Sarupathar,IN,1733443117,26.1984,93.8094,39,86,59.27,0.4
577,Betioky,MG,1733443117,-23.7167,44.3833,13,70,74.12,3.56
578,Mikun',RU,1733443117,62.3547,50.0771,14,93,9.77,6.24
579,Solnechnyy,RU,1733443117,50.7214,136.6319,100,95,-0.02,2.42
580,Pariaman,ID,1733443118,-0.619,100.12,99,77,75.25,3.36
581,Distrikt Brokopondo,SR,1733443118,4.75,-55.1667,89,78,77.63,9.17
